School Year,District Name,Category,4-Year Graduation Rate,Still Enrolled,Non-Completers (Certificate Of Attendance),Other,Column 8
2011,Glastonbury School District,Non-ELL,96.4,2,0.2,1.5,
2011,Glastonbury School District,Eligible For Lunch,88.9,3.7,0,7.4,
2011,Glastonbury School District,Not Eligible For Lunch,96.8,1.9,0.2,1.1,
2011,Glastonbury School District,Special Education,80.3,14.1,1.4,4.2,
2011,Glastonbury School District,Non-Special Education,98.8,0.2,0,1,
2011,Granby School District,All Students,96.9,2.1,0,1,
2011,Granby School District,Hispanic,NA,NA,NA,NA,
2011,Granby School District,Non-Hispanic,96.9,2.1,0,1,
2011,Granby School District,American Indian,NA,NA,NA,NA,
2011,Granby School District,Asian American ,NA,NA,NA,NA,
2011,Granby School District,Black,NA,NA,NA,NA,
2011,Granby School District,White,97.3,2.2,0,0.5,
2011,Granby School District,Male,96.2,2.9,0,1,
2011,Granby School District,Female,97.8,1.1,0,1.1,
2011,Granby School District,Non-ELL,96.9,2.1,0,1,
2011,Granby School District,Eligible For Lunch,83.3,0,0,16.7,
2011,Granby School District,Not Eligible For Lunch,97.3,2.1,0,0.5,
2011,Granby School District,Special Education,92.3,7.7,0,0,
2011,Granby School District,Non-Special Education,97.2,1.7,0,1.1,
2011,Greenwich School District,All Students,94.5,4.1,0,1.4,
2011,Greenwich School District,Hispanic,90.4,6.4,0,3.2,
2011,Greenwich School District,Non-Hispanic,95.2,3.7,0,1.1,
2011,Greenwich School District,American Indian,NA,NA,NA,NA,
2011,Greenwich School District,Asian American ,93.2,2.3,0,4.5,
2011,Greenwich School District,Black,78.9,21.1,0,0,
2011,Greenwich School District,White,96,3.2,0,0.8,
2011,Greenwich School District,Male,94.5,3.7,0,1.7,
2011,Greenwich School District,Female,94.4,4.6,0,1.1,
2011,Greenwich School District,ELL,80,6.7,0,13.3,
2011,Greenwich School District,Non-ELL,95.2,4,0,0.8,
2011,Greenwich School District,Eligible For Lunch,89.1,7.8,0,3.1,
2011,Greenwich School District,Not Eligible For Lunch,95.1,3.7,0,1.2,
2011,Greenwich School District,Special Education,78.5,20,0,1.5,
2011,Greenwich School District,Non-Special Education,96.3,2.3,0,1.4,
2011,Griswold School District,All Students,81,7,0,12,
2011,Griswold School District,Hispanic,66.7,16.7,0,16.7,
2011,Griswold School District,Non-Hispanic,81.4,6.7,0,11.9,
2011,Griswold School District,American Indian,57.1,28.6,0,14.3,
2011,Griswold School District,Asian American ,NA,NA,NA,NA,
2011,Griswold School District,Black,NA,NA,NA,NA,
2011,Griswold School District,White,82.9,5.5,0,11.6,
2011,Griswold School District,Male,76.6,8.5,0,14.9,
2011,Griswold School District,Female,84.9,5.7,0,9.4,
2011,Griswold School District,Non-ELL,81,7,0,12,
2011,Griswold School District,Eligible For Lunch,60,11.4,0,28.6,
2011,Griswold School District,Not Eligible For Lunch,85.5,6.1,0,8.5,
2011,Griswold School District,Special Education,31.8,31.8,0,36.4,
2011,Griswold School District,Non-Special Education,87.1,3.9,0,9,
2011,Groton School District,All Students,80.7,3.3,0,16.1,
2011,Groton School District,Hispanic,68.6,8.6,0,22.9,
2011,Groton School District,Non-Hispanic,82.1,2.7,0,15.3,
2011,Groton School District,American Indian,NA,NA,NA,NA,
2011,Groton School District,Asian American ,87.5,0,0,12.5,
2011,Groton School District,Black,77.6,4.1,0,18.4,
2011,Groton School District,White,83.1,2.7,0,14.2,
2011,Groton School District,Male,79,5.7,0,15.3,
2011,Groton School District,Female,82.1,1.1,0,16.8,
2011,Groton School District,ELL,71.4,0,0,28.6,
2011,Groton School District,Non-ELL,80.9,3.3,0,15.8,
2011,Groton School District,Eligible For Lunch,63.5,5.8,0,30.8,
2011,Groton School District,Not Eligible For Lunch,88.4,2.2,0,9.5,
2011,Groton School District,Special Education,50,26.5,0,23.5,
2011,Groton School District,Non-Special Education,84.1,0.7,0,15.2,
2011,Guilford School District,All Students,94.5,1.8,0,3.7,
2011,Guilford School District,Hispanic,91.7,0,0,8.3,
2011,Guilford School District,Non-Hispanic,94.6,1.9,0,3.5,
2011,Guilford School District,Asian American ,100,0,0,0,
2011,Guilford School District,Black,NA,NA,NA,NA,
2011,Guilford School District,White,94.8,1.6,0,3.6,
2011,Guilford School District,Male,94.5,1.6,0,3.9,
2011,Guilford School District,Female,94.4,2.1,0,3.5,
2011,Guilford School District,ELL,NA,NA,NA,NA,
2011,Guilford School District,Non-ELL,94.8,1.9,0,3.3,
2011,Guilford School District,Eligible For Lunch,81.3,0,0,18.8,
2011,Guilford School District,Not Eligible For Lunch,95.3,2,0,2.7,
2011,Guilford School District,Special Education,84.6,11.5,0,3.8,
2011,Guilford School District,Non-Special Education,95.5,0.8,0,3.7,
2011,Hamden School District,All Students,83.3,7.3,0,9.4,
2011,Hamden School District,Hispanic,75,14.7,0,10.3,
2011,Hamden School District,Non-Hispanic,84.4,6.4,0,9.3,
2011,Hamden School District,Asian American ,91.7,8.3,0,0,
2011,Hamden School District,Black,74.2,9.4,0,16.4,
2011,Hamden School District,White,91.5,3.9,0,4.6,
2011,Hamden School District,Male,80.9,10.4,0,8.7,
2011,Hamden School District,Female,85.8,4.2,0,10.1,
2011,Hamden School District,ELL,90.9,9.1,0,0,
2011,Hamden School District,Non-ELL,83.1,7.3,0,9.6,
2011,Hamden School District,Eligible For Lunch,66,14.6,0,19.4,
2011,Hamden School District,Not Eligible For Lunch,88.9,5,0,6.1,
2011,Hamden School District,Special Education,68.4,21.1,0,10.5,
2011,Hamden School District,Non-Special Education,85.5,5.3,0,9.2,
2011,Hartford School District,All Students,63.2,11.4,0.1,25.3,
2011,Hartford School District,Hispanic,53.4,13.8,0.1,32.7,
2011,Hartford School District,Non-Hispanic,72.7,9.1,0,18.2,
2011,Hartford School District,American Indian,NA,NA,NA,NA,
2011,Hartford School District,Asian American ,69.7,21.2,0,9.1,
2011,Hartford School District,Black,70.7,9.5,0,19.8,
2011,Hartford School District,White,86.8,3.5,0,9.6,
2011,Hartford School District,Male,60.1,13.7,0.1,26.1,
2011,Hartford School District,Female,66.4,9.1,0,24.6,
2011,Hartford School District,ELL,47.1,13.6,0.4,38.9,
2011,Hartford School District,Non-ELL,66.3,11,0,22.7,
2011,Hartford School District,Eligible For Lunch,60.8,12,0.1,27.1,
2011,Hartford School District,Not Eligible For Lunch,84.2,6.1,0,9.7,
2011,Hartford School District,Special Education,43.8,21.4,0.4,34.4,
2011,Hartford School District,Non-Special Education,67.2,9.3,0,23.4,
2011,Killingly School District,All Students,70.7,6.6,0,22.7,
2011,Killingly School District,Hispanic,16.7,0,0,83.3,
2011,Killingly School District,Non-Hispanic,72.4,6.8,0,20.8,
2011,Killingly School District,American Indian,NA,NA,NA,NA,
2011,Killingly School District,Asian American ,50,0,0,50,
2011,Killingly School District,Black,NA,NA,NA,NA,
2011,Killingly School District,White,72.2,7.2,0,20.6,
2011,Killingly School District,Male,63.3,11.1,0,25.6,
2011,Killingly School District,Female,76.9,2.8,0,20.4,
2011,Killingly School District,ELL,NA,NA,NA,NA,
2011,Killingly School District,Non-ELL,70.8,6.7,0,22.6,
2011,Killingly School District,Eligible For Lunch,50,10.3,0,39.7,
2011,Killingly School District,Not Eligible For Lunch,79.3,5,0,15.7,
2011,Killingly School District,Special Education,40.7,25.9,0,33.3,
2011,Killingly School District,Non-Special Education,75.4,3.5,0,21.1,
2011,Lebanon School District,All Students,92.5,1.3,0,6.3,
2011,Lebanon School District,Hispanic,NA,NA,NA,NA,
2011,Lebanon School District,Non-Hispanic,92.9,1.3,0,5.8,
2011,Lebanon School District,White,92.9,1.3,0,5.8,
2011,Lebanon School District,Male,90,2.5,0,7.5,
2011,Lebanon School District,Female,95,0,0,5,
2011,Lebanon School District,Non-ELL,92.5,1.3,0,6.3,
2011,Lebanon School District,Eligible For Lunch,78.9,0,0,21.1,
2011,Lebanon School District,Not Eligible For Lunch,94.3,1.4,0,4.3,
2011,Lebanon School District,Special Education,82.4,5.9,0,11.8,
2011,Lebanon School District,Non-Special Education,93.7,0.7,0,5.6,
2011,Ledyard School District,All Students,89.8,4.3,0,6,
2011,Ledyard School District,Hispanic,84.2,10.5,0,5.3,
2011,Ledyard School District,Non-Hispanic,90.3,3.7,0,6,
2011,Ledyard School District,American Indian,75,0,0,25,
2011,Ledyard School District,Asian American ,100,0,0,0,
2011,Ledyard School District,Black,58.3,25,0,16.7,
2011,Ledyard School District,White,92.3,2.7,0,4.9,
2011,Ledyard School District,Male,88.8,4.3,0,6.9,
2011,Ledyard School District,Female,90.8,4.2,0,5,
2011,Ledyard School District,ELL,NA,NA,NA,NA,
2011,Ledyard School District,Non-ELL,89.6,4.3,0,6.1,
2011,Ledyard School District,Eligible For Lunch,80.6,11.1,0,8.3,
2011,Ledyard School District,Not Eligible For Lunch,91.5,3,0,5.5,
2011,Ledyard School District,Special Education,70.4,22.2,0,7.4,
2011,Ledyard School District,Non-Special Education,92.3,1.9,0,5.8,
2011,Lisbon School District,All Students,NA,NA,NA,NA,
2011,Lisbon School District,Non-Hispanic,NA,NA,NA,NA,
2011,Lisbon School District,White,NA,NA,NA,NA,
2011,Lisbon School District,Male,NA,NA,NA,NA,
2011,Lisbon School District,Female,NA,NA,NA,NA,
2011,Lisbon School District,Non-ELL,NA,NA,NA,NA,
2011,Lisbon School District,Eligible For Lunch,NA,NA,NA,NA,
2011,Lisbon School District,Not Eligible For Lunch,NA,NA,NA,NA,
2011,Lisbon School District,Special Education,NA,NA,NA,NA,
2011,Litchfield School District,All Students,93.7,2.1,0,4.2,
2011,Litchfield School District,Hispanic,NA,NA,NA,NA,
2011,Litchfield School District,Non-Hispanic,93.6,2.1,0,4.3,
2011,Litchfield School District,American Indian,NA,NA,NA,NA,
2011,Litchfield School District,Black,NA,NA,NA,NA,
2011,Litchfield School District,White,93.3,2.2,0,4.4,
2011,Litchfield School District,Male,93.2,4.5,0,2.3,
2011,Litchfield School District,Female,94.1,0,0,5.9,
2011,Litchfield School District,ELL,NA,NA,NA,NA,
2011,Litchfield School District,Non-ELL,93.5,2.2,0,4.3,
2011,Litchfield School District,Eligible For Lunch,85.7,0,0,14.3,
2011,Litchfield School District,Not Eligible For Lunch,94.3,2.3,0,3.4,
2011,Litchfield School District,Special Education,71.4,14.3,0,14.3,
2011,Litchfield School District,Non-Special Education,95.5,1.1,0,3.4,
2011,Madison School District,All Students,96.5,1.3,0,2.2,
2011,Madison School District,Hispanic,NA,NA,NA,NA,
2011,Madison School District,Non-Hispanic,96.8,1,0,2.2,
2011,Madison School District,American Indian,NA,NA,NA,NA,
2011,Madison School District,Asian American ,100,0,0,0,
2011,Madison School District,Black,NA,NA,NA,NA,
2011,Madison School District,White,96.6,1,0,2.4,
2011,Madison School District,Male,95.6,1.3,0,3.2,
2011,Madison School District,Female,97.5,1.3,0,1.3,
2011,Madison School District,Non-ELL,96.5,1.3,0,2.2,
2011,Madison School District,Eligible For Lunch,77.8,11.1,0,11.1,
2011,Madison School District,Not Eligible For Lunch,97.1,1,0,1.9,
2011,Madison School District,Special Education,80,10,0,10,
2011,Madison School District,Non-Special Education,98.3,0.3,0,1.4,
2011,Manchester School District,All Students,71.2,11.2,0,17.6,
2011,Manchester School District,Hispanic,56.1,13.2,0,30.7,
2011,Manchester School District,Non-Hispanic,75.2,10.7,0,14,
2011,Manchester School District,Asian American ,91.2,5.9,0,2.9,
2011,Manchester School District,Black,69.7,12.1,0,18.2,
2011,Manchester School District,White,75.3,10.8,0,13.9,
2011,Manchester School District,Male,69.9,13.9,0,16.2,
2011,Manchester School District,Female,72.4,8.7,0,18.9,
2011,Manchester School District,ELL,69,10.3,0,20.7,
2011,Manchester School District,Non-ELL,71.3,11.3,0,17.4,
2011,Manchester School District,Eligible For Lunch,55.1,14.8,0,30.1,
2011,Manchester School District,Not Eligible For Lunch,80.5,9.2,0,10.4,
2011,Manchester School District,Special Education,49.4,26.6,0,24.1,
2011,Manchester School District,Non-Special Education,74.9,8.6,0,16.5,
2011,Meriden School District,All Students,69.8,8.6,0,21.6,
2011,Meriden School District,Hispanic,58.6,9.2,0,32.1,
2011,Meriden School District,Non-Hispanic,77.2,8.1,0,14.7,
2011,Meriden School District,American Indian,NA,NA,NA,NA,
2011,Meriden School District,Asian American ,75,0,0,25,
2011,Meriden School District,Black,67,14.8,0,18.2,
2011,Meriden School District,White,80.3,6.3,0,13.4,
2011,Meriden School District,Male,64.5,13,0,22.4,
2011,Meriden School District,Female,74.6,4.5,0,20.8,
2011,Meriden School District,ELL,47.4,10.5,0,42.1,
2011,Meriden School District,Non-ELL,71.3,8.4,0,20.3,
2011,Meriden School District,Eligible For Lunch,59.5,10.6,0,29.9,
2011,Meriden School District,Not Eligible For Lunch,82.6,6,0,11.3,
2011,Meriden School District,Special Education,44.8,30.2,0,25,
2011,Meriden School District,Non-Special Education,74.3,4.7,0,21,
2011,Middletown School District,All Students,76.9,10.6,0,12.6,
2011,Middletown School District,Hispanic,65.5,6.9,0,27.6,
2011,Middletown School District,Non-Hispanic,77.9,10.9,0,11.2,
2011,Middletown School District,American Indian,NA,NA,NA,NA,
2011,Middletown School District,Asian American ,93.3,6.7,0,0,
2011,Middletown School District,Black,64,18.6,0,17.4,
2011,Middletown School District,White,83,8.3,0,8.7,
2011,Middletown School District,Male,71,13,0,16,
2011,Middletown School District,Female,82.3,8.3,0,9.4,
2011,Middletown School District,ELL,NA,NA,NA,NA,
2011,Middletown School District,Non-ELL,76.7,10.7,0,12.7,
2011,Middletown School District,Eligible For Lunch,56.8,18.9,0,24.3,
2011,Middletown School District,Not Eligible For Lunch,86.2,6.7,0,7.1,
2011,Middletown School District,Special Education,55.6,18.5,0,25.9,
2011,Middletown School District,Non-Special Education,80.7,9.1,0,10.1,
2011,Milford School District,All Students,87.8,8.1,0,4.1,
2011,Milford School District,Hispanic,70,20,0,10,
2011,Milford School District,Non-Hispanic,89,7.4,0,3.7,
2011,Milford School District,American Indian,NA,NA,NA,NA,
2011,Milford School District,Asian American ,100,0,0,0,
2011,Milford School District,Black,88.2,11.8,0,0,
2011,Milford School District,White,88.7,7.4,0,3.9,
2011,Milford School District,Male,85.9,10.6,0,3.5,
2011,Milford School District,Female,89.4,6,0,4.5,
2011,Milford School District,ELL,88.9,0,0,11.1,
2011,Milford School District,Non-ELL,87.8,8.3,0,3.9,
2011,Milford School District,Eligible For Lunch,70.7,20,0,9.3,
2011,Milford School District,Not Eligible For Lunch,90.9,6,0,3.1,
2011,Milford School District,Special Education,72.6,23.3,0,4.1,
2011,Milford School District,Non-Special Education,90.5,5.5,0,4.1,
2011,Monroe School District,All Students,97,3,0,0,
2011,Monroe School District,Hispanic,100,0,0,0,
2011,Monroe School District,Non-Hispanic,96.9,3.1,0,0,
2011,Monroe School District,Asian American ,100,0,0,0,
2011,Monroe School District,Black,100,0,0,0,
2011,Monroe School District,White,96.6,3.4,0,0,
2011,Monroe School District,Male,95.9,4.1,0,0,
2011,Monroe School District,Female,98,2,0,0,
2011,Monroe School District,Non-ELL,97,3,0,0,
2011,Monroe School District,Eligible For Lunch,84.6,15.4,0,0,
2011,Monroe School District,Not Eligible For Lunch,97.5,2.5,0,0,
2011,Monroe School District,Special Education,69.2,30.8,0,0,
2011,Monroe School District,Non-Special Education,99.1,0.9,0,0,
2011,Montville School District,All Students,84.9,3.9,0,11.2,
2011,Montville School District,Hispanic,72.2,0,0,27.8,
2011,Montville School District,Non-Hispanic,86.1,4.3,0,9.6,
2011,Montville School District,American Indian,NA,NA,NA,NA,
2011,Montville School District,Asian American ,92.9,0,0,7.1,
2011,Montville School District,Black,100,0,0,0,
2011,Montville School District,White,84.1,5.1,0,10.8,
2011,Montville School District,Male,85.7,5.4,0,8.9,
2011,Montville School District,Female,83.9,2.2,0,14,
2011,Montville School District,ELL,66.7,0,0,33.3,
2011,Montville School District,Non-ELL,85.4,4,0,10.6,
2011,Montville School District,Eligible For Lunch,81.6,2.6,0,15.8,
2011,Montville School District,Not Eligible For Lunch,85.6,4.2,0,10.2,
2011,Montville School District,Special Education,70.8,20.8,0,8.3,
2011,Montville School District,Non-Special Education,86.7,1.7,0,11.6,
2011,Naugatuck School District,All Students,82.7,5.9,0,11.4,
2011,Naugatuck School District,Hispanic,71.4,11.4,0,17.1,
2011,Naugatuck School District,Non-Hispanic,83.9,5.4,0,10.7,
2011,Naugatuck School District,Asian American ,100,0,0,0,
2011,Naugatuck School District,Black,81.6,7.9,0,10.5,
2011,Naugatuck School District,White,83.6,5.2,0,11.2,
2011,Naugatuck School District,Male,81,7.9,0,11.1,
2011,Naugatuck School District,Female,84.5,3.9,0,11.6,
2011,Naugatuck School District,ELL,59.1,18.2,0,22.7,
2011,Naugatuck School District,Non-ELL,84.2,5.2,0,10.6,
2011,Naugatuck School District,Eligible For Lunch,73.6,9.1,0,17.4,
2011,Naugatuck School District,Not Eligible For Lunch,87.1,4.4,0,8.4,
2011,Naugatuck School District,Special Education,64.6,16.7,0,18.8,
2011,Naugatuck School District,Non-Special Education,85.4,4.3,0,10.2,
2011,New Britain School District,All Students,51.3,19.1,0,29.6,
2011,New Britain School District,Hispanic,43.8,19.9,0,36.3,
2011,New Britain School District,Non-Hispanic,60.7,18.2,0,21.1,
2011,New Britain School District,American Indian,NA,NA,NA,NA,
2011,New Britain School District,Asian American ,83.3,5.6,0,11.1,
2011,New Britain School District,Black,55.2,23.1,0,21.6,
2011,New Britain School District,White,63.2,15.4,0,21.4,
2011,New Britain School District,Male,50.1,21.7,0,28.2,
2011,New Britain School District,Female,52.4,16.7,0,30.8,
2011,New Britain School District,ELL,38.3,23.3,0,38.3,
2011,New Britain School District,Non-ELL,54.1,18.2,0,27.7,
2011,New Britain School District,Eligible For Lunch,46.9,19.7,0,33.4,
2011,New Britain School District,Not Eligible For Lunch,60,18,0,22,
2011,New Britain School District,Special Education,36.4,38.1,0,25.4,
2011,New Britain School District,Non-Special Education,54.1,15.6,0,30.3,
2011,New Canaan School District,All Students,97.4,2.3,0,0.3,
2011,New Canaan School District,Hispanic,NA,NA,NA,NA,
2011,New Canaan School District,Non-Hispanic,97.4,2.3,0,0.3,
2011,New Canaan School District,Asian American ,87.5,12.5,0,0,
2011,New Canaan School District,Black,100,0,0,0,
2011,New Canaan School District,White,97.6,2.1,0,0.3,
2011,New Canaan School District,Male,96.9,3.1,0,0,
2011,New Canaan School District,Female,98,1.3,0,0.7,
2011,New Canaan School District,ELL,NA,NA,NA,NA,
2011,New Canaan School District,Non-ELL,97.4,2.3,0,0.3,
2011,New Canaan School District,Eligible For Lunch,NA,NA,NA,NA,
2011,New Canaan School District,Not Eligible For Lunch,97.4,2.3,0,0.3,
2011,New Canaan School District,Special Education,87.1,12.9,0,0,
2011,New Canaan School District,Non-Special Education,98.6,1.1,0,0.4,
2011,New Fairfield School District,All Students,90.9,5,0.4,3.7,
